Date (GMT+2),DE (TenneT) Load decrease (current-induced)
,Energy (MWh)
2024-04-06T23:15+02:00,-10
2024-04-06T23:30+02:00,-10
2024-04-06T23:45+02:00,-10
2024-04-07T00:00+02:00,
2024-04-07T00:15+02:00,
2024-04-07T00:30+02:00,
2024-04-07T00:45+02:00,
2024-04-07T01:00+02:00,
2024-04-07T01:15+02:00,
2024-04-07T01:30+02:00,
2024-04-07T01:45+02:00,
2024-04-07T02:00+02:00,
2024-04-07T02:15+02:00,
2024-04-07T02:30+02:00,
2024-04-07T02:45+02:00,
2024-04-07T03:00+02:00,-8.75
2024-04-07T03:15+02:00,-8.75
2024-04-07T03:30+02:00,-8.75
2024-04-07T03:45+02:00,-13.75
2024-04-07T04:00+02:00,-32
2024-04-07T04:15+02:00,-35.5
2024-04-07T04:30+02:00,-35.5
2024-04-07T04:45+02:00,-35.5
2024-04-07T05:00+02:00,-65.25
2024-04-07T05:15+02:00,-80.25
2024-04-07T05:30+02:00,-80.25
2024-04-07T05:45+02:00,-80.25
2024-04-07T06:00+02:00,-104.25
2024-04-07T06:15+02:00,-104.25
2024-04-07T06:30+02:00,-104.25
2024-04-07T06:45+02:00,-104.25
2024-04-07T07:00+02:00,-100.25
2024-04-07T07:15+02:00,-87.75
2024-04-07T07:30+02:00,-87.75
2024-04-07T07:45+02:00,-87.75
2024-04-07T08:00+02:00,-62.75
2024-04-07T08:15+02:00,-62.75
2024-04-07T08:30+02:00,-62.75
2024-04-07T08:45+02:00,-52
2024-04-07T09:00+02:00,-62.5
2024-04-07T09:15+02:00,-62.5
2024-04-07T09:30+02:00,-62.5
2024-04-07T09:45+02:00,-72.5
2024-04-07T10:00+02:00,-72.5
2024-04-07T10:15+02:00,-72.5
2024-04-07T10:30+02:00,-72.5
2024-04-07T10:45+02:00,-72.5
2024-04-07T11:00+02:00,-36
2024-04-07T11:15+02:00,-20
2024-04-07T11:30+02:00,-20
2024-04-07T11:45+02:00,-20
2024-04-07T12:00+02:00,-20
2024-04-07T12:15+02:00,-20
2024-04-07T12:30+02:00,-20
2024-04-07T12:45+02:00,-20
2024-04-07T13:00+02:00,-20
2024-04-07T13:15+02:00,-20
2024-04-07T13:30+02:00,-20
2024-04-07T13:45+02:00,-20
2024-04-07T14:00+02:00,
2024-04-07T14:15+02:00,
2024-04-07T14:30+02:00,
2024-04-07T14:45+02:00,
2024-04-07T15:00+02:00,-55
2024-04-07T15:15+02:00,-55
2024-04-07T15:30+02:00,-55
2024-04-07T15:45+02:00,-55
2024-04-07T16:00+02:00,-80
2024-04-07T16:15+02:00,-80
2024-04-07T16:30+02:00,-85
2024-04-07T16:45+02:00,-102.5
2024-04-07T17:00+02:00,-12.5
2024-04-07T17:15+02:00,-12.5
2024-04-07T17:30+02:00,-12.5
2024-04-07T17:45+02:00,-5
2024-04-07T18:00+02:00,-5
2024-04-07T18:15+02:00,-5
2024-04-07T18:30+02:00,-5
2024-04-07T18:45+02:00,-5
2024-04-07T19:00+02:00,-5
2024-04-07T19:15+02:00,-5
2024-04-07T19:30+02:00,
2024-04-07T19:45+02:00,
2024-04-07T20:00+02:00,
2024-04-07T20:15+02:00,
2024-04-07T20:30+02:00,
2024-04-07T20:45+02:00,
2024-04-07T21:00+02:00,
2024-04-07T21:15+02:00,
2024-04-07T21:30+02:00,
2024-04-07T21:45+02:00,
2024-04-07T22:00+02:00,
2024-04-07T22:15+02:00,
2024-04-07T22:30+02:00,
2024-04-07T22:45+02:00,
2024-04-07T23:00+02:00,
2024-04-07T23:15+02:00,
2024-04-07T23:30+02:00,
2024-04-07T23:45+02:00,
2024-04-08T00:00+02:00,
2024-04-08T00:15+02:00,
2024-04-08T00:30+02:00,
2024-04-08T00:45+02:00,
2024-04-08T01:00+02:00,
2024-04-08T01:15+02:00,
2024-04-08T01:30+02:00,
2024-04-08T01:45+02:00,
2024-04-08T02:00+02:00,
2024-04-08T02:15+02:00,
2024-04-08T02:30+02:00,
2024-04-08T02:45+02:00,
2024-04-08T03:00+02:00,
2024-04-08T03:15+02:00,
2024-04-08T03:30+02:00,
2024-04-08T03:45+02:00,
2024-04-08T04:00+02:00,
2024-04-08T04:15+02:00,
2024-04-08T04:30+02:00,
2024-04-08T04:45+02:00,
2024-04-08T05:00+02:00,
2024-04-08T05:15+02:00,
2024-04-08T05:30+02:00,
2024-04-08T05:45+02:00,
2024-04-08T06:00+02:00,
2024-04-08T06:15+02:00,
2024-04-08T06:30+02:00,
2024-04-08T06:45+02:00,
2024-04-08T07:00+02:00,
2024-04-08T07:15+02:00,
2024-04-08T07:30+02:00,
2024-04-08T07:45+02:00,
2024-04-08T08:00+02:00,
2024-04-08T08:15+02:00,
2024-04-08T08:30+02:00,
2024-04-08T08:45+02:00,
2024-04-08T09:00+02:00,
2024-04-08T09:15+02:00,
2024-04-08T09:30+02:00,
2024-04-08T09:45+02:00,
2024-04-08T10:00+02:00,
2024-04-08T10:15+02:00,
2024-04-08T10:30+02:00,
2024-04-08T10:45+02:00,
2024-04-08T11:00+02:00,
2024-04-08T11:15+02:00,
2024-04-08T11:30+02:00,
2024-04-08T11:45+02:00,
2024-04-08T12:00+02:00,
2024-04-08T12:15+02:00,
2024-04-08T12:30+02:00,
2024-04-08T12:45+02:00,
2024-04-08T13:00+02:00,
2024-04-08T13:15+02:00,
2024-04-08T13:30+02:00,
2024-04-08T13:45+02:00,
2024-04-08T14:00+02:00,
2024-04-08T14:15+02:00,
2024-04-08T14:30+02:00,
2024-04-08T14:45+02:00,
2024-04-08T15:00+02:00,
2024-04-08T15:15+02:00,
2024-04-08T15:30+02:00,
2024-04-08T15:45+02:00,
2024-04-08T16:00+02:00,
2024-04-08T16:15+02:00,
2024-04-08T16:30+02:00,
2024-04-08T16:45+02:00,
2024-04-08T17:00+02:00,
2024-04-08T17:15+02:00,
2024-04-08T17:30+02:00,
2024-04-08T17:45+02:00,
2024-04-08T18:00+02:00,
2024-04-08T18:15+02:00,
2024-04-08T18:30+02:00,
2024-04-08T18:45+02:00,
2024-04-08T19:00+02:00,
2024-04-08T19:15+02:00,
2024-04-08T19:30+02:00,
2024-04-08T19:45+02:00,
2024-04-08T20:00+02:00,
2024-04-08T20:15+02:00,
2024-04-08T20:30+02:00,
2024-04-08T20:45+02:00,
2024-04-08T21:00+02:00,
2024-04-08T21:15+02:00,
2024-04-08T21:30+02:00,
2024-04-08T21:45+02:00,
2024-04-08T22:00+02:00,
2024-04-08T22:15+02:00,
2024-04-08T22:30+02:00,
2024-04-08T22:45+02:00,
2024-04-08T23:00+02:00,
2024-04-08T23:15+02:00,
2024-04-08T23:30+02:00,
2024-04-08T23:45+02:00,
2024-04-09T00:00+02:00,
2024-04-09T00:15+02:00,
2024-04-09T00:30+02:00,
2024-04-09T00:45+02:00,
2024-04-09T01:00+02:00,
2024-04-09T01:15+02:00,
2024-04-09T01:30+02:00,
2024-04-09T01:45+02:00,
2024-04-09T02:00+02:00,
2024-04-09T02:15+02:00,
2024-04-09T02:30+02:00,
2024-04-09T02:45+02:00,
2024-04-09T03:00+02:00,
2024-04-09T03:15+02:00,
2024-04-09T03:30+02:00,
2024-04-09T03:45+02:00,
2024-04-09T04:00+02:00,
2024-04-09T04:15+02:00,
2024-04-09T04:30+02:00,
2024-04-09T04:45+02:00,
2024-04-09T05:00+02:00,
2024-04-09T05:15+02:00,
2024-04-09T05:30+02:00,
2024-04-09T05:45+02:00,
2024-04-09T06:00+02:00,
2024-04-09T06:15+02:00,
2024-04-09T06:30+02:00,-100
2024-04-09T06:45+02:00,-130
2024-04-09T07:00+02:00,-100
2024-04-09T07:15+02:00,-100
2024-04-09T07:30+02:00,-122
2024-04-09T07:45+02:00,-94
2024-04-09T08:00+02:00,-60
2024-04-09T08:15+02:00,-21.25
2024-04-09T08:30+02:00,
2024-04-09T08:45+02:00,-21.25
